id,country_of_museum,Museum,type,date start,date end,year start,year finish,region,country,Name,subject,subject_esp,description,description_esp,co-org,sponsor,url,objects_type,object_material,object_purpose,online/offline, admission fee
29,ESP,MDA,exhibition,Nov 2022,May 2023,2022,2023,North America,Mexica,La luz del nácar,Reflections of the East in Mexico. This exhibition proposes a scientific and aesthetic approach to the technique of the enconchados and provides an unbeatable opportunity to get to know a unique cultural legacy in the world.,Reflejos de oriente en México. Esta muestra propone un acercamiento científico y estético a la técnica de los enconchados y provee una oportunidad inmejorable para conocer un legado cultural único en el mundo.,"The pictorial technique of the enconchados tells us about three fundamental themes: the cultural exchange between three worlds and cultures (Europe, America and Asia), the vision and construction of the Mexican historical past and the creative genius of the New Hispanic workshops.

The exhibition La luz del nácar: Reflejos de oriente en México explores these three themes as it has never been done before, through three collections of enconchados together for the first time: The collection of six tables of the Museum of America, the twenty-four tables of the Royal Collection and the collection of the Dukes of Montezuma.

The sets exhibited here are testimony to the influence and taste for the Asian in the New Spanish art and in the European metropolis, consequence of mercantile exchange that connected the Asian continent with Europe through the New Spain through the Manila Galleon and the Indies Fleet, the most important trade route of its time.
","La técnica pictórica de los enconchados nos habla de tres temas fundamentales: el intercambio cultural entre tres mundos y culturas (Europa, América y Asia), la visión y construcción del pasado histórico mexicano y el genio creador de los talleres novohispanos.

La muestra La luz del nácar: Reflejos de oriente en México explora estos tres temas como nunca se ha hecho antes, a través de tres colecciones de enconchados juntas por primera vez: La colección de seis tablas del Museo de América, las veinticuatro tablas de la Colección Real y la colección de los Duques de Moctezuma.

Los conjuntos aquí expuestos son testimonio de la influencia y el gusto por lo asiático en el arte novohispano y en la metrópoli europea, consecuencia de intercambio mercantil que conectaba el continente asiático con Europa a través de la Nueva España mediante el Galeón de Manila y la Flota de Indias, la ruta comercial más importante de su tiempo.",,,https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exposiciones-temporales/2022-la-luz-del-nacar.html,visual art,"paper, paints, graphite, charcoal",artistic expression,offline,ЛОЖЬ
30,GB,MAA,exhibition,Jan 2016,Sep 2016,2016,2016,North America,Canada,Arctic Giants & Ivory Miniatures,"Exquisite sculptures, a thousand years old, are on display in the Micro Gallery until September 2016.",,"Exquisite sculptures, a thousand years old, are on display in the Micro Gallery until September 2016.  They were created by pre-Inuit people living in the region of present day Igloolik in the Canadian territory of Nunavut. Miniature human figures, polar bears, caribou, walrus and birds may have been used as amulets in a world dominated by spirits and mediated by shamans. The figures were painstakingly carved in walrus ivory and caribou antler using flaked flint blades, and a rare knife with a meteoric iron blade, also on display.
The carvings and tools were made by people of the Dorset Culture (500 – 1500 AD), identified by many contemporary Inuit as Tuniit, mythic giants recalled as early inhabitants of Nunavut. The collection originates from a remarkable encounter between local Inuit, French missionary Father Etienne Bazin, and Cambridge trained archaeologist Graham Rowley in the 1930s. The display is complemented by an early twentieth century woman’s parka, an amauti with a hood to hold a child. This was skilfully tailored from sections of caribou skin. It was also collected in Nunavut by Diamond Jenness, the archaeologist who first identified the Dorset Culture during the 1920s.",,University of Cambridge,"Arts council England, UK Research and Innovation",https://maa.cam.ac.uk/tuniit-arctic-giants-ivory-miniatures,"sculpture, religious objects","ivory, stone, clay","practical, spiritual",offline,TRUE
31,GB,MAA,exhibition,10 Mar 2016,22 Nov 2016,2016,2016,Oceania,"Indonesia, Papua New Guinea",Sounding out the Morning Star: Music and West Papua,"This exhibition focussed on sound and music in West Papua (the western half of the island of New Guinea), both in the past and present.",,"Sound is a significant part of the human experience. The ways that people create, distinguish and interpret sound can profoundly influence how they engage with, transform, and value their surroundings.
 This exhibition focussed on sound and music in West Papua (the western half of the island of New Guinea), both in the past and present. It drew together objects, sounds and birds collected by Alexander F. R. Wollaston in the early years of the twentieth century. There were also personal items such as a bird of paradise feather headdress and ukulele, on loan to the Museum from The Lani Singers, a West Papuan group living in exile in the UK who use music to draw attention to their struggle for independence from Indonesia.
 The exhibition included two innovative ‘sound posters’ designed by a Cambridge-based company Novalia. The posters’ conductive ink allows visitors to touch images and hear the music of The Lani Singers as well as the calls of various West Papuan birds.",,"Novalia, Museum from The Lani Singers",Novalia,https://maa.cam.ac.uk/sounding-out-morning-star-music-and-west-papua,"musical artefacts, sounds","wood, music","artistic expression, communication",offline,TRUE
32,GB,MAA,exhibition,14 Feb 2015,6 Dec 2015,2015,2015,"North America, Oceania","Canada, Australia, South Africa","The Power of Paper: 50 years of printmaking from Australia, Canada and South Africa",This exhibition is a revelation of eloquent art made by black and indigenous artists since the 1960s.,,"The art of printmaking has always put images into circulation: from Dürer to Hogarth and since, artists have made prints, in order to reach and shape public imaginations.
From the mid-twentieth century onwards, colonized peoples and indigenous communities began to represent themselves through art in modern media. In Australia, Canada and South Africa, they depicted culture, history and struggle through prints made in remote community workshops and in city studios.
This exhibition is a revelation of eloquent art made by black and indigenous artists since the 1960s. Inspired by environments from the Arctic to the Australian desert, from the country and the city, it foregrounds visions of place, custom and history, in settings that are at once profoundly different, yet linked by empire and the politics of decolonization.",,University of Cambridge,"Arts council England, UK Research and Innovation",https://maa.cam.ac.uk/power-paper-50-years-printmaking-australia-canada-and-south-africa,visual art,"paper, paints, graphite, charcoal",artistic expression,offline,TRUE
33,GB,MAA,exhibition,24 Jun 2014,28 Sep 2014,2014,2014,South Africa,Botswana,"Crafting Colour: Beads, Pattern and Painting from the Kalahari",Contemporary prints and paintings produced in western Botswana over the last twenty five years feature in the Museum of Archaeology and Anthropology’s summer South Lecture Room exhibition.,,"Contemporary prints and paintings produced in western Botswana over the last twenty five years feature in the Museum of Archaeology and Anthropology’s summer South Lecture Room exhibition. 
Many of the artists responsible talk about their work as a form of storytelling, and the stories they tell relate to the lives of their ancestors, hunting and gathering, but also their lives today, living on a former mission with limited access to the land and the resources it once supplied. The exhibition will juxtapose black and white images of San people in Botswana during the 1930s from the museum’s collections, with the colourful images produced more recently at the Kuru Art Project.
This art workshop, established in 1990 at D’Kar in western Botswana, was inspired by the ancient tradition of San rock art found across southern Africa. While many of the images have similarities to the rock art tradition, others feature beads and beadwork, another ancient tradition of artistic practice associated with San people. Archaeological finds have suggested that people in Botswana made beads from ostrich eggshell before our species, Homo Sapiens, arrived in Europe, and the exhibition explores the connections between beadwork and painting as artistic practices.
The development of this exhibition was supported in part by a Jonathan Ruffer Curatorial Research Grant from the Art Fund, and a Research Grant from the McDonald Institute for Archaeological Research awarded to Dr Chris Wingfield, MAA’s Curator of World Archaeology. A number of prints are presented by the Art Fund and the Esmée Fairbairn Foundation.",,Art Fund and the Esmée Fairbairn Collections Fund,"Research Grant from the McDonald Institute for Archaeological Research, Arts council England, UK Research and Innovation",https://maa.cam.ac.uk/crafting-colour-beads-pattern-and-painting-kalahari,visual art,"paper, paints, graphite",artistic expression,offline,TRUE
34,ESP,MRS,exhibition,19 Feb 2019 ,27 May 2019,2019,2019,Latin America," Argentina, Mexico, Peru","Redes de Vanguardia: Amauta y América Latina, 1926-1930"," Explorar algunas de las escenas y debates de vanguardia que marcaron el arte latinoamericano de los años veinte, esencialmente en Argentina, México y Perú.","To explore some of the avant-garde scenes and debates that marked the Latin American art of the twenties, essentially in Argentina, Mexico and Peru.","The project questions the binary oppositions between nationalism and internationalism, localism and cosmopolitism, criollismo and indigenismo, or tradition and modernity that have organized so far the discussion on the period. The magazine reflects a less dogmatic and polarized reality. Under this perspective, the abyss that separates the socialist realism of Los Artistas del Pueblo from avant-garde artists like Emilio Pettoruti does not prevent them from living together in tense dialogue in the pages of Amauta.","El proyecto cuestiona las oposiciones binarias entre nacionalismo e internacionalismo, localismo y cosmopolitismo, criollismo e indigenismo, o tradición y modernidad que han organizado hasta ahora la discusión sobre el período. La revista refleja una realidad menos dogmática y polarizada. Bajo esa perspectiva el abismo que separa el realismo socialista de Los Artistas del Pueblo de artistas de vanguardia como Emilio Pettoruti, no impide que pudieran convivir en tenso diálogo en las páginas de Amauta.","Blanton Museum of Art de la Universidad de Texas en Austin, Museo de Arte de Lima",Promperú,https://www.museoreinasofia.es/prensa/nota-de-prensa/redes-vanguardia-amauta-america-latina-1926-1930#listado-recursos-videos-hd,"visual art, sculpture, texts","paper, paints, graphite, wood",artistic expression,offline,ЛОЖЬ
35,GB,MAA,exhibition,28 May 2014,17 Jan 2015,2014,2015,East Asia,Tibet,Buddha’s Word: The Life of Books in Tibet and Beyond,The exhibition charted some of the incredible journeys that the words of the Buddha have taken: crossing mountains and oceans and taking different material forms in different places.,,"Many of the artefacts, prints and manuscripts in the exhibition had never been on public display before. Exhibits included some of the oldest illuminated Buddhist manuscripts from the first decades of the eleventh century as well as specimens of skillfully illuminated wooden covers; a quartet of scroll paintings brought back from the infamous Younghusband Expedition; and a gift from the 13th Dalai Lama.
The exhibition charted some of the incredible journeys that the words of the Buddha have taken: crossing mountains and oceans and taking different material forms in different places. This was the story of the transformation of Buddha’s words, from palmleaf, to paper, to digital dharma. It focused on books, not just as objects of learning and study, but as relics of the Buddha, and sacred objects in their own right.",,"Mongolia and Inner Asia Research Unit, University of Cambridge, the Museum of Archaeology and Anthropology, the Sedgwick Museum of Earth Sciences, the Fitzwilliam Museum, the University Library, Emmanuel College, Pembroke College
","Arts and Humanities Research Council, Arts council England, UK Research and Innovation, the Frederick Williamson Memorial Fund",https://maa.cam.ac.uk/buddhas-word-life-books-tibet-and-beyond,"artefacts, visual art, texts","papyrus, paints, graphite, charcoal",spiritual,offline,TRUE
36,GB,MAA,exhibition,7 Jun 2013,19 Apr 2014,2013,2014,"Pacific, Oceania",Fiji,Chiefs & Governors: Art and Power in Fiji,This is the first ever exhibition dedicated to Fijian Art outside Fiji.,,"This is the first ever exhibition dedicated to Fijian Art outside Fiji. It draws on MAA’s exceptional collection of Fijian artefacts, photographs and archives, a collection closely linked to the early colonial history of Fiji and the foundation of the Museum.
Baron Anatole von Hügel, MAA’s first curator, travelled within Fiji between 1874 and 1877, a period coinciding with Fiji’s entry into the British Empire. Along with Sir Arthur Gordon (First Governor of Fiji) and Alfred Percival Maudslay (Sir Arthur’s private secretary), von Hügel assembled an impressive Fijian collection, including outstanding objects presented by Fijian and Tongan chiefs. This material formed the founding ethnographic collection of the Museum when it opened in 1884. The opening of this exhibition in June 2013 marks the centenary of the Museum moving to its current building on Downing Street.
Chiefs & Governors introduces important aspects of Fijian art and culture and highlights key moments of Fijian pre-colonial and colonial history. Combining historical and contemporary objects and installations, Chiefs and Governors emphasises the dynamism and creativity of Fiji.",,,Arts council England,https://maa.cam.ac.uk/chiefs-governors-art-and-power-fiji,"artefacts, visual art, archives","paper, stone, leather, wood","communication, practical",offline,TRUE
37,ESP,MRS,exhibition,16 Jun 2021,N/A,2021,2021,Latin America,Latin America,"""Episodio 5
Los enemigos de la poesía: resistencias en América Latina""","Within the reordering of the Collection, the Museo Reina Sofía now presents another of its new nuclei, located in Nouvel 1. This second episode, called The Enemies of Poetry: Resistances in Latin America, focuses on the art produced between 1964 and 1987 in that geographical area and its relationship with Spain.","Dentro de la reordenación de la Colección, el Museo Reina Sofía presenta ahora otro de sus nuevos núcleos, ubicado en Nouvel 1. Este segundo episodio, llamado Los Enemigos de la Poesía: Resistencias en América Latina, se centra en el arte producido entre 1964 y 1987 en esa zona geográfica y su relación con España. "," As a general idea and chronologically, although with certain specific synchronisms, the tour addresses the reality of Latin America as a complex, broad, plural and diverse concept.","Como idea general y cronológicamente, aunque con ciertos sincronismos específicos, el recorrido aborda la realidad de América Latina como un concepto complejo, amplio, plural y diverso.","la Biblioteca y Centro de Documentación del Museo, AECID, Cooperación Española",INDITEX,https://www.museoreinasofia.es/coleccion/episodio-5,"visual art, texts","paper, paints, graphite",artistic expression,offline,ИСТИНА
38,GB,MAA,exhibition,25 Mar 2014,19 April 2014,2014,2014,"Pacific, Oceania",Papua New Guinea,Tapa: Barkcloth paintings from the Pacific,"This exhibition draws upon the Museum’s world-class collection of barkcloth, dating from the eighteenth century to the present day.",,"This exhibition draws upon the Museum’s world-class collection of barkcloth, dating from the eighteenth century to the present day. Exceptional barkcloths, rarely displayed, will be featured including two works by women of the Omie community of Papua New Guinea, acquired in 2012 with the support of the Art Fund and other donors.
For millennia, Pacific Islanders have made cloth from the bark of trees. Often taking on ceremonial significance, its decoration is extraordinary, with patterns that are enjoyed for their abstraction as much as their symbolism. Today, the practice of barkcloth- making remains a vital aspect of many Pacific Island communities. Barkcloth is made by soaking and beating the inner bark of specific trees, most commonly the Paper Mulberry (Broussonetia papyrifera). In some places it takes the form of huge sheets featuring optically dynamic patterns, while elsewhere barkcloth features plants and animal life, sacred creatures and mythic narratives. Some cloths were wealth objects, spectacular fabrics many metres in size, which were presented by one clan to another on great ceremonial occasions. Cloth was often understood as a kind of skin, a powerful wrapping for the body which revealed its inner state and identity. Primarily created by women using inherited clan designs, the manufacture of barkcloth formed a major vehicle for both creative expression and social cohesion, maintaining and communicating the artists’ deep connection to their ancestors and country. ",,Ikon Gallery in Birmingham,"Arts council England, UK Research and Innovation",https://maa.cam.ac.uk/tapa-barkcloth-paintings-pacific,"national crafts, textiles",textile,clothing,offline,TRUE
39,ESP,MRS,exhibition,18 May 2022,10 Oct 2022,2022,2022,Latin America,"Argentina, Cuba, Brasil, Colombia, Chile, Paraguay, El Salvador, Mexico, Peru, Dominican Republic, Uruguay",Giro gráfico. Como en el muro la hiedra,,,"The result of a long process of collective research carried out by the Network of Conceptualisms of the South in collaboration with the Reina Sofía Museum. The exhibition offers a tour of the graphic initiatives that, from the 1960s to the present, have confronted contexts of politically oppressive emergencies in Latin America, articulating strategies of transformation and resistance that radically changed the ways of doing, their way of establishing inter-subjective links, of building communities and even the very circulation of graphic media.","Es fruto de un largo proceso de investigación colectiva llevada a cabo por la Red de Conceptualismos del Sur en colaboración con el Museo Reina Sofía. La exposición propone un recorrido por las iniciativas gráficas que, desde la década de 1960 y hasta la actualidad, han confrontado contextos de urgencias políticamente opresivos en América Latina, articulando estrategias de transformación y de resistencia que cambiaron radicalmente los modos de hacer, su forma de establecer vínculos intersubjetivos, de construir comunidades e, incluso, la propia circulación de los soportes gráficos.","Museo Universitario Arte Contemporáneo de la Universidad Nacional Autónoma de México (MUAC), Ciudad de México (noviembre, 2022 - julio, 2023), MRS",Embajada de la República Argentina,https://www.museoreinasofia.es/exposiciones/giro-grafico,"visual art, texts","paper, paints, graphite",artistic expression,offline,N/A
40,ES,MRS,exhibition,26 Oct 2012,11 March 2013,2012,2013,Latin America,"Peru, Chile, Mexico, Colombia, Cuba, Argentina",Perder la forma humana. Una imagen sísmica de los años ochenta en América Latina,,,"Poses an image of the 1980s in Latin America that establishes a counterpoint between the devastating effects of violence on bodies, and the radical experiences of freedom and transformation that challenged the repressive order. Shattered bodies/mutant bodies. Between the terror and the party, the collected materials show not only the atrocious consequences of the mass disappearance and massacre under dictatorial regimes, siege states and internal wars, but also the collective impulses to devise ways of living in continuous revolution.","Perder la forma humana plantea una imagen de los años ochenta en América Latina que establece un contrapunto entre los efectos arrasadores de la violencia sobre los cuerpos, y las experiencias radicales de libertad y transformación que impugnaron el orden represivo.
Cuerpos destrozados/cuerpos mutantes. Entre el terror y la fiesta, los materiales reunidos muestran no sólo las secuelas atroces de la desaparición masiva y la masacre bajo regímenes dictatoriales, estados de sitio y guerras internas, sino también los impulsos colectivos por idear modos de vivir en continua revolución.","Museo de Arte de Lima, MALI, Museo de la Universidad Nacional de Tres de Febrero, Buenos Aires, Argentina, MUNTREF, AECID",Agencia Española de Cooperación Internacional y Desarrollo (AECID),https://www.museoreinasofia.es/exposiciones/perder-forma-humana,"visual art, texts","paper, paints, graphite",artistic expression,offline,N/A
41,ESP,MRS,Installation,22 May 2022,22 May 2022,2022,2022,Latin America,Latin America,Estallidos gráficos 7. Luz y registro para la Resistencia,,,"On the occasion of the exhibition Giro Grafico. As in the wall ivy are organized a new series of graphic Bursts. Some of the artist collectives that are part of this exhibition, dynamize workshops that seek to create a dialogue between graphic strategies of resistance brought from Latin America and different political demands currently carried out in Spanish territory by collectives that make up the Museo Situado network.","Con motivo de la exposición Giro Gráfico. Como en el muro la hiedra se organizan una nueva serie de Estallidos gráficos. Algunos de los colectivos de artistas que forman parte de esta exposición, dinamizan talleres que buscan crear un diálogo entre las estrategias gráficas de resistencia traídas desde Latinoamérica y distintas reivindicaciones políticas llevadas a cabo en la actualidad en territorio español por colectivos que conforman la red de Museo Situado.",Museo Situado y Red Conceptualismos del Sur,MRS,https://www.museoreinasofia.es/actividades/estallidos-graficos-7,texts,"paper, graphite",artistic expression,"offline, online",ИСТИНА
42,GB,BM&AG,exhibition,30 Sep 2017,2 Sep 2018,2017,2018,"Africa, Asia, Pacific, Carribean an Americas, Europe","Antigua and Barbuda, Australia, Bahamas, Bangladesh, Barbados, Belize, Botswana, Brunei Darussalam, Cameroon, Canada, Cyprus, Dominica, eSwatini, Fiji, Gambia, Ghana, Grenada, Guyana, India, Jamaica, Kenya, Kiribati, Lesotho, Malawi, Malaysia, Maldives, Malta, Mauritius, Mozambique, Namibia, Nauru, New Zealand, Nigeria, Pakistan, Papua New Guinea, Rwanda, Saint Lucia, Samoa, Seychelles, Sierra Leone, Singapore, Solomon Islands, South Africa, Sri Lanka, St Kitts and Nevis, St Vincent and The Grenadines, Tanzania, Tonga, Trinidad and Tobago, Tuvalu, Uganda, Vanuatu, Zambia",Empire Through the Lens,photographs and films showing both public and private aspects of life in the British Empire and Commonwealth,,"Bristol Archives holds an extraordinary collection of photographs and films showing both public and private aspects of life in the British Empire and Commonwealth. From about 500,000 images, we asked 27 people to each choose one piece. The selectors include development workers, artists, photographers, historians and relatives of the photographers. From about 500,000 images, we asked 27 people to each choose one piece. The selectors include development workers, artists, photographers, historians and relatives of the photographers. They each bring a different perspective to the collection, and represent a broad range of personal knowledge, aesthetic appreciation and academic thought on the people and countries shown in the images, the legacy of Empire and the post-colonial experience. Most of the collection dates from the 1880s to the 1960s and is just a snippet of the many thousands of images that are being catalogued and digitised.",,,National Cataloguing Grants Programme for Archives,https://www.bristolmuseums.org.uk/bristol-museum-and-art-gallery/whats-on/empire-through-lens/,visual art,paper,communication,offline,FALSE
43,GB,BG,exhibition,13 Nov 2022,12 Jan 2023,2022,2023,N/A,N/A,PostColonial Masterpieces at These Momentous Times Group Show,"42 artists will be sharing, in their individual ways, what the title invokes in response to our recent and current times.",,"The artists will be sharing, in their individual ways, what the title invokes in response to our recent and current times. We have been coming through Covid and the end of the Queen Elizabethan age towards a possible new dawn, a reset and new beginnings.
Belenguer says about his PostColonial Masterpieces series:
We live in a transitional era where the traditional powers are being distributed and relegated from Europe and North America to the emerging economies in Latin America, Asia and Africa. Where the established transport, hospitality, banking and financial sector see their share of services being taken away by the new technologies and the sharing economy. Belenguer attempts to reflect this requestioning and changes with the rework of prints of traditional European paintings by Constable, Whistler, Murillo and other painters of Pastoral scenes and resets them in a postcolonial era.
Belenguer is like a hunter who trawls the city for found objects and images loaded with symbolism to construct new narratives. The past emerges into a new future; unopened and enigmatic. He investigates the use of symbols that imposes and reinforces hierarchies in the social strata, its effectiveness in the subconsciousness of the collective, and the political propaganda in the propagation of fear to the enemy and the social classes.
However, the traditional hierarchization of the elites controlling the masses within those territories shall become obsolete in the era of neo-technological empires, social media, AI, big data and connected smartphones.
Bookery Gallerie is an emporium bookshop and a new creative venture in Church Street, Lisson Grove, London. It is situated in the heart of a parade of established antique shops and is right opposite the world famous Alfie's Antiques Market. It will present a programme of established and emerging artists from far and wide and also very much encourage and include local and international artists. Bookery Gallerie has evolved out of a book soiree night which brought together an eclectic range of personalities including many artists, writers, musicians, thinkers, film makers and more, over a period of more than two years.
Lorenzo Belenguer is a nonbinary visual artist and arts writer based in London and Valencia strongly influenced by Minimalism and Arte Povera.
Belenguer's practice as an artist is constantly focused on the reclaiming: be it objects like discarded rusted metal into the gallery spaces and copies of traditional European paintings as symbols of imperial power. Also into the reclaiming of the place of humans into the natural ecosystem as ancient cultures perfectly knew. He is a member of the Gallery Climate Coalition. Previously, Belenguer ran a community art gallery In London for seven years and a project for London 2012 called Testimonies. He supports the power of the Arts to communicate ways to move into a more compassionate and loving society as we are witnessing in the current pandemic.
He exhibited and performed at The Serpentine Galleries, TATE Modern and at the 57th Venice Biennale. The UCL Art Historian Susie Hodge included him as a representative of the Neo-Geometric Conceptualism (Neo-Geo) Movement alongside Jeff Koons and Ashley Bickerton in her latest book. Belenguer's works have been featured in the national media in Spain, Germany, Italy and the UK such as The Independent, The Guardian, The Telegraph, Artforum and The Art Newspaper.
Belenguer holds an MA in Artificial Intelligence & Philosophy by the New College of the Humanities in London, and a BA (Hons) in Economics and Business Science by the University of Valencia, Spain.",,,,https://www.artrabbit.com/events/postcolonial-masterpieces-at-these-momentous-times-group-show,visual art,"paper, paints, graphite",artistic expression,offline,TRUE
44,ESP,MDP,exhibition,4 Apr 2017,10 Sep 2017,2017,2017,Latin Ameica,Latin Ameica,Tesoros de la Hispanic Society of America. Visiones del mundo hispánico,"The Prado Museum, with the exclusive sponsorship of the BBVA Foundation, offers the public the exceptional opportunity to enjoy more than two hundred works belonging to the Hispanic Society, a New York-based institution created for the dissemination and study of Spanish culture in the United States of America.","El Museo del Prado, con el patrocinio en exclusiva de la Fundación BBVA, ofrece al público la excepcional oportunidad de disfrutar de más de doscientas obras pertenecientes a Hispanic Society, institución con sede en Nueva York creada para la divulgación y estudio de la cultura española en los Estados Unidos de América.","Archaeological pieces, Roman sculpture, ceramics, glass, furniture, textiles, metalwork, Islamic and medieval art, works of the Golden Age, colonial and nineteenth-century Latin American art and Hispanic painting of the nineteenth and twentieth centuries are shown in a chronological and thematic tour where Spanish painting, with such relevant works as The Duchess of Alba by Goya or Gaspar de Guzmán, Count-Duke of Olivares de Velázquez, engages in a fascinating dialogue with the Prado collections.","Piezas arqueológicas, escultura romana, cerámicas, vidrios, muebles, tejidos, metalistería, arte islámico y medieval, obras del Siglo de Oro, arte colonial y del siglo XIX latinoamericano y pintura hispana de los siglos XIX y XX se muestran en un recorrido cronológico y temático donde la pintura española, con obras tan relevantes como La Duquesa de Alba de Goya o Gaspar de Guzmán, Conde-Duque de Olivares de Velázquez,entabla un fascinante diálogo con las colecciones del Prado.",Hispanic Society of America,Fundación BBVA,https://www.museodelprado.es/actualidad/exposicion/tesoros-de-la-hispanic-society-of-america/c1b08f10-d0d9-499f-8969-160e74000d5b?searchid=57f89588-d2dd-f5d4-60ef-347ab4db2ee6,"archaeological pieces, sculpture, ceramics, glass, furniture, textiles, metalwork","clay, stone, wood, textile, metal, paper, paints, graphite","practical, communication, artistic expression",offline,ИСТИНА
45,ESP,MDP,touring exhibition,5 Oct 2021,13 Feb 2022,2021,2022,Latin Ameica,"Perú, Colombia y México",Tornaviaje. Arte iberoamericano en España,"The exhibition, which also has the collaboration of the Viceregal Art Commission of the Friends of the Prado Museum Foundation, includes more than a hundred American works preserved for centuries in Spanish cultural and religious institutions; pieces that were integrated into our daily life and are part of our historical and cultural heritage, although sometimes they have lost memory of their origin.","La exposición, que también cuenta con la colaboración de la Comisión Arte Virreinal de la Fundación Amigos del Museo del Prado, incluye más de un centenar de obras americanas conservadas desde hace siglos en instituciones culturales y religiosas españolas; piezas que se integraron en nuestra cotidianeidad y forman parte de nuestro patrimonio histórico y cultural, aunque a veces hayan perdido memoria de su origen.","""Turnaviaje. Ibero-American art in Spain"", sponsored by the AXA Foundation, tells a little-known reality: that after the conquest of America and until Independence, more artistic objects of American origin arrived in Spain than Flemish or Italian, and that the traffic of works of art between both sides of the Atlantic was not only unidirectional, from Spain to America, as is often pointed out. These thousands of objects, many due to indigenous or mestizo artists, often present materials, themes and techniques unknown in the metropolis, and their realization responded to various purposes: reaffirmation of the dominance of the metropolis, identity aspirations of the Creole elites, or documentary, devotional and aesthetic motivations.
The exhibition, which also has the collaboration of the Viceregal Art Commission of the Friends of the Prado Museum Foundation, includes more than a hundred American works preserved for centuries in Spanish cultural and religious institutions; pieces that were integrated into our daily life and are part of our historical and cultural heritage, although sometimes they have lost memory of their origin.
Several belonged to the old royal collection and hung in the same palaces where the canvases of Rubens or Velázquez did; however, the Prado Museum has ignored this reality until now. With this exhibition he wants to alleviate that gap and offer a richer and more complex vision of the circulation and reception of artistic objects in Spain in Moderna epoch.
The tour of this exhibition, which will remain in rooms A and B of the Jerónimos building until February 13, offers visitors the opportunity to get to know the culture of the American viceroyalties, taking into account their symbolic and iconographic values, as well as those granted to them by the recipient societies.
63 national and 3 international lenders have collaborated in the organization of this exhibition with the loan of 95 of the 107 exhibited works, created in Peru, Colombia and Mexico, among others, of which 26 have been restored for the occasion. Proof of the national character of this exhibition is that there are works from 25 different provinces.","“Tornaviaje. Arte iberoamericano en España”, patrocinada por la Fundación AXA, cuenta una realidad poco conocida: que tras la conquista de América y hasta la Independencia llegaron  a España más objetos artísticos de procedencia americana que flamenca o italiana, y que el tráfico de obras de arte entre ambos lados del Atlántico no fue solo unidireccional, de España a América, como suele señalarse. Estos miles de objetos, muchos debidos a artífices indígenas o mestizos, presentan a menudo materiales, temas y técnicas desconocidos en la metrópoli, y su realización respondió a propósitos diversos: reafirmación del dominio de la metrópoli, aspiraciones identitarias de las elites criollas, o motivaciones documentales, devocionales y estéticas.
La exposición, que también cuenta con la colaboración de la Comisión Arte Virreinal de la Fundación Amigos del Museo del Prado, incluye más de un centenar de obras americanas conservadas desde hace siglos en instituciones culturales y religiosas españolas; piezas que se integraron en nuestra cotidianeidad y forman parte de nuestro patrimonio histórico y cultural, aunque a veces hayan perdido memoria de su origen.
Varias pertenecieron a la antigua colección real y colgaron en los mismos palacios donde lo hacían los lienzos de Rubens o Velázquez; sin embargo, el Museo del Prado ha ignorado hasta ahora esta realidad. Con esta exposición quiere paliar esa laguna y ofrecer una visión más rica y compleja de la circulación y recepción de los objetos artísticos en España en época Moderna.
El recorrido por esta exposición, que permanecerá en las salas A y B del edificio Jerónimos hasta el próximo 13 de febrero, ofrece al visitante la posibilidad de conocer la cultura de los virreinatos americanos, teniendo en cuenta sus valores simbólicos e iconográficos, así como aquellos que les otorgaron las sociedades receptoras.
63 prestadores nacionales y 3 internacionales han colaborado en la organización de esta exposición con el préstamo de 95 de las 107 obras expuestas, creadas en Perú, Colombia y México, entre otros, de las cuales 26 han sido restauradas para la ocasión. Prueba del carácter nacional de esta muestra es que hay obras provenientes de 25 provincias diferentes.",Comisión Arte Virreinal de la Fundación Amigos del Museo del Prado,Fundación AXA,https://www.museodelprado.es/actualidad/exposicion/tornaviaje-arte-iberoamericano-en-espaa/5c0fe35b-44d3-56fb-a4ba-c192aab9266c?searchid=e86fecd6-0a5f-fad7-c175-483cea61c096,visual art,"paper, paints, graphite",artistic expression,online/offline,ИСТИНА
